Code,1.1,1.1.1,1.1.1.1,1.1.1.2,1.1.1.2.1,1.1.1.2.2,1.1.1.2.3,1.1.1.3,1.1.1.4,1.1.1.4.1,1.1.1.4.2,1.1.1.4.3,1.1.1.5,1.1.1.5.1,1.1.1.5.2,1.1.1.6,1.1.1.6.1,1.1.1.6.2,1.1.1.7,1.1.1.8,1.1.2,1.1.2.1,1.1.2.1.1,1.1.2.1.2,1.1.2.1.3,1.1.2.1.4,1.1.2.1.5,1.1.2.1.6,1.1.2.2,1.1.2.2.1,1.1.2.2.1.1,1.1.2.2.1.1.1,1.1.2.2.1.1.2,1.1.2.2.1.1.3,1.1.2.2.1.1.3.1,1.1.2.2.1.1.3.2,1.1.2.2.1.1.3.3,1.1.2.2.1.1.3.4,1.1.2.2.1.2,1.1.2.2.2,1.1.2.2.3,1.1.2.2.4,1.1.2.2.5,1.1.2.2.6,1.1.2.2.7,1.1.2.3,1.1.2.4,1.1.2.5,1.1.2.6,1.1.2.7,1.1.2.8,1.2,1.2.1,1.2.1.1,1.2.1.2,1.2.1.3,1.2.1.4,1.2.1.5,1.2.1.6,1.2.1.7,1.2.2,1.2.2.1,1.2.2.2,1.2.2.3,1.2.2.4,2.1,2.1.1,2.1.1.1,2.1.1.2,2.1.1.3,2.1.1.4,2.1.1.5,2.1.1.6,2.1.1.7,2.1.2,2.1.2.1,2.1.2.2,2.1.2.3,2.1.2.4,2.1.2.5,2.1.2.6,2.2,2.2.1,2.2.1.1,2.2.1.2,2.2.1.3,2.2.1.4,2.2.1.5,2.2.1.6,2.2.1.7,2.2.2,2.2.2.1,2.2.2.2,2.2.2.3,2.2.2.4,2.2.2.5,2.2.2.6,2.2.3,2.2.3.1,2.2.3.2,2.2.3.3,2.2.3.4,3.1,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.1.6,3.2,3.2.1,3.2.2,3.2.2.1,3.2.2.2,3.2.2.3,3.2.2.4,3.2.3,3.2.4,3.2.5,3.3,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,3.3.5.1,3.3.5.2,3.3.5.3,3.3.5.4,3.3.6,3.3.6.1,3.3.6.2,3.3.6.3,3.3.6.4,3.3.6.5,3.3.6.6
000199_000009_003070464,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,7,8,9,9,0,10,8,0,0,0,8,9,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,9,0,0,0,0,0,0,6,0,9,9,7,8,0,0,10,0,6,9,5,7,0,0,10,0,0,0,0,0,0,0,0,0
000199_000009_003162146,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,0,8,0,0,0,0,0,2,9,10,8,0,0,0,0,0,0,0,0,8,7,8,10,6,9,7,0,0,7,7,8,5,9,0,0,0,0,6,0,5,0,0,0,7,0,6,0,0,0,0,6,7,8,0,0,10,7,7,0,0,8,0,10,0,0,0,0,7,10,7,0,0,0,0,0,7,0,7,6,5,0,0,0,10,0,0,8,0
000199_000009_003158835,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,9,8,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,8,0,0,0,9,0,5,0,0,0,0,9,0,0,0,0,0,10,0,0,0,10,9,10,5,0,10,0,0,0,0,0,0,0,0,0,0
000199_000009_003059941,0,0,0,0,0,0,0,0,9,7,0,3,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,9,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,8,9,8,10,10,0,0,0,0,9,7,7,0,8,0,0,0,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,7,8,0,0,0,10,0,0,0,0,8,10,6,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
000199_000009_003066193,0,0,0,0,0,6,7,4,6,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,9,7,0,0,10,5,7,4,6,0,0,0,0,0,0,0,0,0,8,0,8,10,0,0,10,0,0,0,7,8,9,0,0,0,0,0,7,0,0,9,0,0,0,5,4,0,0,0,0,5,7,0,0,0,9,0,0,9,0,0,0,6,7,5,5,0,6,6,8,7,0,6,10,7,6,0,6,7,0,7,0,0,0,0,0,5,0
000199_000009_003059907,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,9,0,0,0,0,0,10,0,0,0,0,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,6,7,6,8,0,5,0,8,6,7,5,10,7,7,0,8,8,6,7,0,0,7,7,4,0,0,0,0,0,8,0
000199_000009_003176244,0,0,0,0,0,0,0,0,10,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,10,4,5,0,0,0,0,0,0,0,0,0,10,7,8,4,0,6,0,0,0,10,6,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,9,9,6,5,6,5,0,10,9,7,6,6,7,10,7,7,0,4,5,0,5,0,6,5,4,0,0,9,0,0,0,8,0
000199_000009_003063788,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,8,9,7,0,8,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
000199_000009_003060597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,8,9,0,9,0,8,9,0,0,10,7,7,6,6,0,0,0,0,8,0,10,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,9,7,7,7,0,0,10,10,7,0,8,9,9,6,0,7,6,0,8,0,8,6,0,5,0,0,0,0,0,8,0
000199_000009_003162887,0,0,0,0,0,0,0,0,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,0,10,0,0,-1,0,7,9,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,6,0,0,0,7,0,9,0,0,0,6,5,10,0,0,0,6,7,7,6,0,5,8,0,0,0,0,0,0,0,9,0
000199_000009_003175360,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,5,0,0,10,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
000199_000009_003052795,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,10,3,3,0,0,0,0,0,0,0,0,0,9,9,0,0,0,8,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,5,5,5,0,9,0,5,0,4,8,10,5,4,0,4,5,0,4,0,8,5,0,0,0,0,0,0,0,8,0
000199_000009_003173787,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,7,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,8,9,9,0,0,0,9,8,9,9,8,0,0,0,0,8,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,10,0,8,0,0,9,0,9,8,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0
000199_000009_003062495,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,7,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,7,6,0,0,0,8,0,5,0,0,6,0,7,0,0,8,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0
000199_000009_003071035,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,8,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,7,0,0,0,0,8,0,0,0,0,0,8,7,0,9,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0
000199_000009_003175105,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,9,10,8,0,8,9,0,0,0,8,9,8,7,0,0,0,0,7,9,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,9,0,7,7,8,0,0,9,0,7,7,7,7,8,8,8,0,9,10,8,7,0,8,8,0,0,0,7,0,8,9,8,8
000199_000009_003175428,0,0,0,0,0,0,5,8,10,7,6,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,5,7,10,9,10,0,0,0,0,0,0,0,0,0,10,8,8,10,7,5,8,0,0,8,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,6,0,0,0,5,5,0,0,9,0,4,8,7,0,0,9,0,0,0,0,7,10,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,10,0
000199_000009_003158678,0,0,0,9,2,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,0,10,0,0,0,2,3,9,4,4,4,0,0,0,0,0,0,8,0,0,0,10,0,3,0,5,0,0,0,0,0,0,0,0,0,7,3,8,0,9,7,7,0,3,3,3,3,3,8,0,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,6,0,3,0,0,10,7,2,0,5,6,0,10,3,7,0,0,0,3,0,5,0,3,5,0,0,3,3,0,4,3,0,0,0,0,0,0,0
000199_000009_003056410,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,8,0,10,8,0,0,10,0,9,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,0,7,7,0,0,0,9,8,8,8,0,9,10,10,0,0,8,7,0,7,0,8,7,0,0,0,0,0,0,0,9,0
000199_000009_003162345,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,8,9,10,7,0,0,0,0,0,8,7,0,7,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,7,0,7,0,0,6,0,0,0,0,0,0,0,9,0,0
000199_000009_003052483,0,0,0,10,3,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,0,9,10,0,0,0,0,0,7,0,0,6,0,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,10,8,7,0,6,0,0,10,0,0,0,0,7,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000199_000009_003163194,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,10,8,7,7,9,8,0,0,8,7,7,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,10,8,7,8,7,0,0,10,8,7,0,0,8,10,7,0,0,8,7,0,0,0,9,0,0,0,0,0,0,0,0,8,0
000199_000009_003162337,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,0,10,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
000199_000009_003158982,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,6,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,8,8,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,0,0,0,7,0,10,7,0,6,0,0,9,0,8,0,6,0,0,10,6,0,0,0,0,0,0,0,0,0
000199_000009_003168246,0,0,0,2,0,0,2,1,10,8,8,0,0,0,0,5,5,5,0,0,0,7,5,7,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,3,0,0,2,0,10,5,7,0,0,0,0,2,0,0,0,0,9,9,9,8,0,9,5,0,4,9,7,9,3,5,0,0,2,0,4,0,4,0,0,0,5,5,10,0,8,0,0,5,7,7,7,0,9,4,6,6,5,5,0,10,9,7,5,6,9,10,10,4,0,9,4,4,5,3,6,5,1,0,3,6,0,0,0,5,0
000199_000009_003064704,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,9,8,0,8,10,0,0,0,9,9,8,5,0,0,0,0,5,0,4,0,0,0,5,4,6,0,0,0,0,5,7,7,4,0,8,7,7,4,6,9,0,9,8,5,4,7,7,10,7,8,0,9,10,7,6,8,8,7,7,6,9,0,10,0,0,10,0
000199_000009_003054356,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,7,0,0,0,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,8,5,5,4,3,0,10,5,5,0,0,5,0,5,2,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
000199_000009_003069857,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,8,7,9,0,8,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,6,0,5,5,6,6,0,8,0,7,0,0,6,9,0,0,0,8,6,5,7,0,9,6,0,0,0,0,0,0,0,7,0
000199_000009_003063331,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,8,10,7,9,0,7,0,0,3,6,10,6,0,6,0,0,4,0,10,0,0,0,0,0,0,4,7,0,0,0,0,5,6,7,5,0,7,10,9,7,9,7,0,8,8,5,5,10,9,9,7,0,0,7,0,6,7,0,8,7,0,0,0,0,0,0,0,8,0
000199_000009_003060587,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,10,7,0,7,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7,0,6,7,0,0,0,0,7,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0
000199_000009_003174325,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,7,0,8,9,9,7,7,0,3,7,7,8,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6,7,6,0,10,5,6,6,7,5,0,7,0,0,0,9,6,5,6,0,0,6,0,6,5,0,6,7,0,0,0,0,0,0,0,5,0
000199_000009_003162354,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0
000199_000009_003158689,0,0,0,0,4,4,4,9,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,7,0,0,0,8,9,8,10,0,0,0,0,0,0,0,0,0,10,10,9,9,0,0,9,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,10,0,9,0,0,0,0,0,10,0,8,0,8,10,0,8,0,10,9,0,0,0,0,0,0,0,10,0
000199_000009_003055451,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,7,10,10,6,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,7,0,0,8,0,6,0,0,0,0,7,0,0,0,0,8,8,0,6,7,7,0,10,0,0,0,5,7,9,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0
000199_000009_003058587,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,10,0,0,0,7,0,0,0,3,0,5,0,0,0,8,9,8,10,7,9,10,0,0,0,9,10,7,6,0,0,0,6,5,9,8,0,0,0,0,0,7,0,0,5,0,0,8,7,5,0,5,6,7,5,7,6,0,6,9,8,8,5,7,7,7,9,0,8,9,5,9,0,7,8,0,0,0,0,0,0,0,8,0
000199_000009_003160734,0,0,0,5,0,0,0,0,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,8,0,9,7,0,10,9,0,0,0,10,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,10,10,10,8,0,7,9,8,0,0,9,0,0,7,0,6,7,0,0,0,0,0,0,0,8,0
000199_000009_003066520,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10,0,0,0,6,0,0,0,0,0,0,8,0,0,8,7,9,9,10,7,8,0,3,7,8,7,6,8,0,0,3,0,6,0,0,7,0,0,8,0,5,0,0,0,0,7,6,7,0,0,10,7,7,9,6,5,0,10,8,9,0,0,6,5,7,5,0,7,7,0,6,0,6,5,0,0,0,5,0,0,0,5,0
000199_000009_003070244,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,9,8,7,7,10,7,0,0,0,0,9,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,8,0,5,5,0,7,0,9,10,10,0,0,5,9,8,9,0,7,7,0,5,0,0,9,0,0,0,0,0,0,0,9,0
000199_000009_003069841,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,8,0,0,0,0,7,0,0,0,0,0,10,0,7,9,0,0,0,0,0,0,0,0,8,7,9,8,0,10,0,0,0,0,0,10,8,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,7,9,7,0,0,0,0,8,7,0,9,0,0,9,8,0,0,7,8,8,7,0,8,10,0,8,0,0,9,0,0,0,0,0,0,0,8,0
000199_000009_003162162,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,7,0,0,7,0,8,5,0,0,0,0,8,8,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,9,7,0,0,9,0,10,0,0,8,0,10,10,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000199_000009_003064167,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,7,8,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,8,0,7,6,5,0,0,10,0,0,0,0,6,5,0,0,0,6,0,0,7,0,5,0,0,0,0,0,0,0,0,5,0
000199_000009_003052243,0,0,0,2,0,0,0,3,10,7,7,7,5,5,0,5,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,6,0,0,0,3,9,5,8,0,0,0,0,0,0,0,0,0,7,7,9,9,0,10,8,0,0,0,8,5,4,7,0,0,0,7,9,0,0,0,0,0,0,0,6,0,0,0,0,0,4,5,0,0,8,7,5,6,7,6,0,9,6,4,4,4,5,9,6,5,0,5,5,0,5,0,0,6,4,0,0,0,0,0,0,8,0
000199_000009_003071716,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,6,5,0,5,0,5,0,9,7,0,0,6,0,5,8,10,7,0,0,0,0,6,7,0,0,10,8,10,6,0,8,7,0,4,0,8,7,8,10,0,0,0,0,5,5,5,9,4,0,9,7,0,0,0,0,0,8,0,6,5,0,9,10,6,7,8,8,0,10,7,6,6,5,6,10,5,9,0,7,9,0,5,0,7,7,8,9,0,7,5,0,5,10,0
000199_000009_003162358,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,0,0,5,0,10,0,5,0,0,0,0,0,0,0,0,0,8,10,7,8,7,10,7,0,3,9,7,6,6,7,0,0,0,5,7,6,5,0,0,0,4,0,0,0,0,0,0,4,5,5,4,0,9,8,6,7,6,8,0,10,0,9,3,0,8,10,8,6,0,7,8,0,7,0,10,9,0,0,0,0,0,0,0,9,0
000199_000009_003161998,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,9,9,10,8,0,7,0,0,0,9,9,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,6,0,7,9,7,6,9,0,0,8,8,7,7,0,7,10,0,0,0,8,0,0,7,0,8,0,0,0,0,7,0,0,0,8,0
